,sgd_lr,sgdhd_lr,sgdn_lr,sgdnhd_lr,adam_lr,adamhd_lr
0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
1,0.0001,,0.0001,,0.0001,0.3773875832557678
2,0.0001,,0.0001,,0.0001,0.3806447684764862
3,0.0001,,0.0001,,0.0001,0.38047072291374207
4,0.0001,,0.0001,,0.0001,0.38040098547935486
5,0.0001,,0.0001,,0.0001,0.38035234808921814
6,0.0001,,0.0001,,0.0001,0.38031667470932007
7,0.0001,,0.0001,,0.0001,0.38028961420059204
8,0.0001,,0.0001,,0.0001,0.38025033473968506
9,0.0001,,0.0001,,0.0001,0.38023796677589417
10,0.0001,,0.0001,,0.0001,0.3801908791065216
11,0.0001,,0.0001,,0.0001,0.380153089761734
12,0.0001,,0.0001,,0.0001,0.38011547923088074
13,0.0001,,0.0001,,0.0001,0.3800841271877289
14,0.0001,,0.0001,,0.0001,0.38004499673843384
15,0.0001,,0.0001,,0.0001,0.3799942433834076
16,0.0001,,0.0001,,0.0001,0.37997323274612427
17,0.0001,,0.0001,,0.0001,0.3799342215061188
18,0.0001,,0.0001,,0.0001,0.3736283779144287
19,0.0001,,0.0001,,0.0001,0.3591087758541107
20,0.0001,,0.0001,,0.0001,0.35908111929893494
21,0.0001,,0.0001,,0.0001,0.35904914140701294
22,0.0001,,0.0001,,0.0001,0.3590182662010193
23,0.0001,,0.0001,,0.0001,0.35899147391319275
24,0.0001,,0.0001,,0.0001,0.35898181796073914
25,0.0001,,0.0001,,0.0001,0.358957976102829
26,0.0001,,0.0001,,0.0001,0.35892921686172485
27,0.0001,,0.0001,,0.0001,0.35889777541160583
28,0.0001,,0.0001,,0.0001,0.35885900259017944
29,0.0001,,0.0001,,0.0001,0.35882604122161865
30,0.0001,,0.0001,,0.0001,0.3588029146194458
31,0.0001,,0.0001,,0.0001,0.35876595973968506
32,0.0001,,0.0001,,0.0001,0.3587360382080078
33,0.0001,,0.0001,,0.0001,0.3586914539337158
34,0.0001,,0.0001,,0.0001,0.35867252945899963
35,0.0001,,0.0001,,0.0001,0.35864734649658203
36,0.0001,,0.0001,,0.0001,0.3586326837539673
37,0.0001,,0.0001,,0.0001,0.3586074709892273
38,0.0001,,0.0001,,0.0001,0.35855868458747864
39,0.0001,,0.0001,,0.0001,0.3585208058357239
40,0.0001,,0.0001,,0.0001,0.35847383737564087
41,0.0001,,0.0001,,0.0001,0.3584359586238861
42,0.0001,,0.0001,,0.0001,0.3583984673023224
43,0.0001,,0.0001,,0.0001,0.3583722710609436
44,0.0001,,0.0001,,0.0001,0.35833683609962463
45,0.0001,,0.0001,,0.0001,0.3583069443702698
