,sgd_lr,sgdhd_lr,sgdn_lr,sgdnhd_lr,adam_lr,adamhd_lr
0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
1,0.0001,0.002174254972487688,0.0001,0.005707653239369392,0.0001,
2,0.0001,0.005082560703158379,0.0001,0.01616373099386692,0.0001,
3,0.0001,0.015790028497576714,0.0001,0.012495825067162514,0.0001,
4,0.0001,0.0171539057046175,0.0001,0.009766904637217522,0.0001,
5,0.0001,0.015419448725879192,0.0001,0.0074824923649430275,0.0001,
6,0.0001,0.013348134234547615,0.0001,0.006140091922134161,0.0001,
7,0.0001,0.011443374678492546,0.0001,0.004540912341326475,0.0001,
8,0.0001,0.009641062468290329,0.0001,0.003574197646230459,0.0001,
9,0.0001,0.00845303200185299,0.0001,0.0030151281971484423,0.0001,
10,0.0001,0.007505768910050392,0.0001,0.0022345909383147955,0.0001,
11,0.0001,0.006584046874195337,0.0001,0.002379677025601268,0.0001,
12,0.0001,0.005621170159429312,0.0001,0.0020474607590585947,0.0001,
13,0.0001,0.0044212182983756065,0.0001,0.0012621065834537148,0.0001,
14,0.0001,0.004184332676231861,0.0001,0.0016659480752423406,0.0001,
15,0.0001,0.003842694917693734,0.0001,0.0013540348736569285,0.0001,
16,0.0001,0.0030109533108770847,0.0001,0.0014465221902355552,0.0001,
17,0.0001,0.002704000100493431,0.0001,0.0014750103000551462,0.0001,
18,0.0001,0.001868721446953714,0.0001,0.0015072943642735481,0.0001,
19,0.0001,0.0012942659668624401,0.0001,0.0017221467569470406,0.0001,
20,0.0001,0.0014911915641278028,0.0001,0.0016669640317559242,0.0001,
21,0.0001,0.0012652869336307049,0.0001,0.0009994813008233905,0.0001,
22,0.0001,0.0009124710340984166,0.0001,0.0012055060360580683,0.0001,
23,0.0001,0.0007410546531900764,0.0001,0.0006173654110170901,0.0001,
24,0.0001,0.0004993125330656767,0.0001,0.0006905897171236575,0.0001,
25,0.0001,0.0003211378352716565,0.0001,0.00044586125295609236,0.0001,
26,0.0001,0.0002586849150247872,0.0001,0.0003580362244974822,0.0001,
27,0.0001,0.0006125968066044152,0.0001,0.0006201633950695395,0.0001,
28,0.0001,0.00019368466746527702,0.0001,-6.082615072955377e-06,0.0001,
29,0.0001,-1.1807836017396767e-05,0.0001,0.0008164901519194245,0.0001,
30,0.0001,-0.000206502852961421,0.0001,0.0009307001600973308,0.0001,
31,0.0001,-0.0001222377031808719,0.0001,0.0010074053425341845,0.0001,
32,0.0001,0.0001099179353332147,0.0001,0.0011047334410250187,0.0001,
33,0.0001,0.0006695311749354005,0.0001,0.000296084675937891,0.0001,
34,0.0001,0.0010024739895015955,0.0001,0.00012523886107373983,0.0001,
35,0.0001,0.0012241407530382276,0.0001,-0.00044821653864346445,0.0001,
36,0.0001,0.0012195135932415724,0.0001,0.00017251905228476971,0.0001,
37,0.0001,0.0007987084100022912,0.0001,0.0005716891610063612,0.0001,
38,0.0001,0.000699465221259743,0.0001,0.0013825992355123162,0.0001,
39,0.0001,0.0006393911899067461,0.0001,0.0011108895996585488,0.0001,
40,0.0001,0.0006387252942658961,0.0001,0.0014809704152867198,0.0001,
41,0.0001,0.0006239790818654001,0.0001,0.0009036681731231511,0.0001,
42,0.0001,0.0005520883714780211,0.0001,0.0006272610044106841,0.0001,
43,0.0001,0.0004541928065009415,0.0001,0.0020447871647775173,0.0001,
44,0.0001,0.0004937953781336546,0.0001,0.001953509170562029,0.0001,
45,0.0001,0.0006400364800356328,0.0001,0.001417210092768073,0.0001,
46,0.0001,0.00032932229805737734,0.0001,0.0017455799970775843,0.0001,
47,0.0001,7.146675488911569e-05,0.0001,0.0016231659101322293,0.0001,
48,0.0001,4.6606387513747904e-06,0.0001,0.0016714768717065454,0.0001,
49,0.0001,0.0001106976269511506,0.0001,0.0008084970177151263,0.0001,
50,0.0001,0.00026206334587186575,0.0001,-2.9932136385468766e-05,0.0001,
51,0.0001,4.822029950446449e-05,0.0001,6.630388088524342e-05,0.0001,
52,0.0001,0.00028212409233674407,0.0001,0.0002758460759650916,0.0001,
53,0.0001,3.339050090289675e-05,0.0001,-0.0001319803559454158,0.0001,
54,0.0001,0.00029860108043067157,0.0001,-0.00023927702568471432,0.0001,
55,0.0001,0.0005328310653567314,0.0001,0.00017224840121343732,0.0001,
56,0.0001,0.0008343890076503158,0.0001,-0.000388752348953858,0.0001,
57,0.0001,0.0014050116296857595,0.0001,0.000615839206147939,0.0001,
58,0.0001,0.001324635581113398,0.0001,0.0011648866347968578,0.0001,
59,0.0001,0.0012678933562710881,0.0001,0.001019611256197095,0.0001,
60,0.0001,0.0012538256123661995,0.0001,0.00038719960139133036,0.0001,
61,0.0001,0.0010265520540997386,0.0001,0.0005437765503302217,0.0001,
62,0.0001,0.0010702228173613548,0.0001,0.0005556163378059864,0.0001,
63,0.0001,0.0010132357710972428,0.0001,0.00041291897650808096,0.0001,
64,0.0001,0.0011694595450535417,0.0001,-0.0003611585416365415,0.0001,
65,0.0001,0.0011446316493675113,0.0001,0.0001431223499821499,0.0001,
66,0.0001,0.0013112069573253393,0.0001,2.172448148485273e-05,0.0001,
67,0.0001,0.0015249985735863447,0.0001,0.0005495919613167644,0.0001,
68,0.0001,0.0011681985342875123,0.0001,0.0002503831055946648,0.0001,
69,0.0001,0.0008568900520913303,0.0001,0.0006053202669136226,0.0001,
70,0.0001,0.001319991541095078,0.0001,0.0008897132356651127,0.0001,
71,0.0001,0.0011886714491993189,0.0001,0.0008299260516650975,0.0001,
72,0.0001,0.0009141617920249701,0.0001,0.001117417006753385,0.0001,
73,0.0001,0.0006783301359973848,0.0001,0.0005670267273671925,0.0001,
74,0.0001,0.0009728540317155421,0.0001,0.0011332681169733405,0.0001,
75,0.0001,0.0015706209233030677,0.0001,0.0015354265924543142,0.0001,
76,0.0001,0.001492188428528607,0.0001,0.0008076861849986017,0.0001,
77,0.0001,0.0013519104104489088,0.0001,0.0012874698732048273,0.0001,
78,0.0001,0.0016263959696516395,0.0001,0.0016593552427366376,0.0001,
79,0.0001,0.0017845940310508013,0.0001,0.0009780643740668893,0.0001,
80,0.0001,0.00174241722561419,0.0001,0.0008114677621051669,0.0001,
