,train_loss,test_loss,test_acc,epoch,lr
0,2841.245361328125,575.9826049804688,0.009999999776482582,0,0.0001
1,3.5180957,267.5782165527344,23.760000228881836,0,0.0001
2,3.0363069,209.0910186767578,26.42999839782715,1,0.0001
3,2.3613045,184.72598266601562,28.369998931884766,2,0.0001
4,2.392243,171.7111358642578,29.17999839782715,3,0.0001
5,2.1671271,163.69212341308594,30.119998931884766,4,0.0001
6,1.9956325,158.54348754882812,30.869998931884766,5,0.0001
7,1.9002018,154.76905822753906,31.399999618530273,6,0.0001
8,2.0530457,151.9481201171875,31.829999923706055,7,0.0001
9,1.9922941,149.81768798828125,32.349998474121094,8,0.0001
10,1.8885014,148.06689453125,32.7599983215332,9,0.0001
11,1.9757597,146.66726684570312,33.0,10,0.0001
12,1.950346,145.48965454101562,33.25,11,0.0001
13,1.9421848,144.47634887695312,33.279998779296875,12,0.0001
14,1.9802669,143.41305541992188,33.709999084472656,13,0.0001
15,1.9653832,142.4829559326172,33.849998474121094,14,0.0001
16,1.7513001,141.8408660888672,34.0099983215332,15,0.0001
17,1.978541,141.14581298828125,34.30999755859375,16,0.0001
18,1.8258619,140.54286193847656,34.41999816894531,17,0.0001
19,1.9349129,140.0386962890625,34.57999801635742,18,0.0001
20,1.7937835,139.5023956298828,34.87999725341797,19,0.0001
21,1.7480099,138.99032592773438,35.06999969482422,20,0.0001
22,1.637546,138.66070556640625,35.06999969482422,21,0.0001
23,1.8193194,138.1525115966797,35.349998474121094,22,0.0001
24,1.7444445,137.84059143066406,35.47999954223633,23,0.0001
25,1.8667425,137.3255615234375,35.70000076293945,24,0.0001
26,1.6132858,137.12557983398438,35.73999786376953,25,0.0001
27,1.850682,136.7082977294922,35.82999801635742,26,0.0001
28,1.631168,136.37100219726562,35.90999984741211,27,0.0001
29,1.7173443,136.064697265625,36.11000061035156,28,0.0001
30,1.6698558,135.8448486328125,36.189998626708984,29,0.0001
31,1.8071343,135.60206604003906,36.37999725341797,30,0.0001
32,1.7322671,135.2368621826172,36.439998626708984,31,0.0001
33,1.6265495,135.06822204589844,36.64999771118164,32,0.0001
34,1.6270756,134.84030151367188,36.64999771118164,33,0.0001
35,1.7163324,134.70021057128906,36.64999771118164,34,0.0001
36,1.8206047,134.4945831298828,37.0099983215332,35,0.0001
37,1.6061924,134.3175506591797,37.029998779296875,36,0.0001
38,1.7666336,134.1275634765625,37.0,37,0.0001
39,1.6288099,133.9591827392578,36.96999740600586,38,0.0001
40,1.6989326,133.8289031982422,37.14999771118164,39,0.0001
41,1.8538462,133.6913299560547,37.11000061035156,40,0.0001
42,1.6989291,133.3770294189453,37.40999984741211,41,0.0001
43,1.7562174,133.3106231689453,37.32999801635742,42,0.0001
44,1.5874298,132.98123168945312,37.5099983215332,43,0.0001
45,1.7867773,132.80934143066406,37.709999084472656,44,0.0001
46,1.7387956,132.69656372070312,37.71999740600586,45,0.0001
47,1.7534269,132.6123046875,37.79999923706055,46,0.0001
48,1.912864,132.41250610351562,37.88999938964844,47,0.0001
49,1.6122563,132.33946228027344,37.82999801635742,48,0.0001
50,1.7481588,132.31591796875,37.72999954223633,49,0.0001
51,1.7699125,132.14796447753906,37.869998931884766,50,0.0001
52,1.4618655,132.0602569580078,37.90999984741211,51,0.0001
53,1.7146254,131.86521911621094,37.79999923706055,52,0.0001
54,1.619889,131.75946044921875,37.939998626708984,53,0.0001
55,1.6901621,131.7192840576172,37.82999801635742,54,0.0001
56,1.6272631,131.5452423095703,37.82999801635742,55,0.0001
57,1.5501738,131.2897186279297,38.0099983215332,56,0.0001
58,1.6808895,131.26841735839844,38.06999969482422,57,0.0001
59,1.6464621,131.20718383789062,38.0099983215332,58,0.0001
60,1.7030483,131.04837036132812,38.12999725341797,59,0.0001
61,1.6202688,130.9863739013672,38.12999725341797,60,0.0001
62,1.874739,130.82162475585938,38.279998779296875,61,0.0001
63,1.6885,130.80360412597656,38.39999771118164,62,0.0001
64,1.6158825,130.64175415039062,38.369998931884766,63,0.0001
65,1.6808659,130.5783233642578,38.540000915527344,64,0.0001
66,1.5212055,130.5396728515625,38.369998931884766,65,0.0001
67,1.6834427,130.47012329101562,38.52000045776367,66,0.0001
68,1.7767651,130.38511657714844,38.619998931884766,67,0.0001
69,1.724466,130.24131774902344,38.70000076293945,68,0.0001
70,1.799092,130.2349395751953,38.62999725341797,69,0.0001
71,1.8839781,130.1920166015625,38.63999938964844,70,0.0001
72,1.6157539,130.13502502441406,38.64999771118164,71,0.0001
73,1.7228613,129.962158203125,38.68000030517578,72,0.0001
74,1.5324509,129.83522033691406,38.73999786376953,73,0.0001
75,1.6307722,129.75375366210938,38.84000015258789,74,0.0001
76,1.6743081,129.69700622558594,38.82999801635742,75,0.0001
77,1.6847627,129.66542053222656,38.87999725341797,76,0.0001
78,1.6106542,129.6291046142578,38.849998474121094,77,0.0001
79,1.6749828,129.54714965820312,38.87999725341797,78,0.0001
80,1.8494747,129.43411254882812,38.849998474121094,79,0.0001
81,1.5410694,129.384521484375,39.02000045776367,80,0.0001
82,1.4636362,129.2549285888672,38.959999084472656,81,0.0001
83,1.5267917,129.20083618164062,38.97999954223633,82,0.0001
84,1.6207514,129.0954132080078,39.119998931884766,83,0.0001
85,1.5157293,129.04576110839844,39.22999954223633,84,0.0001
86,1.7873224,128.93992614746094,39.27000045776367,85,0.0001
87,1.9724594,128.86497497558594,39.27000045776367,86,0.0001
88,1.7244062,128.79917907714844,39.25,87,0.0001
89,1.4489137,128.69613647460938,39.2599983215332,88,0.0001
90,1.7985957,128.76353454589844,39.31999969482422,89,0.0001
91,1.7423538,128.6187744140625,39.349998474121094,90,0.0001
92,1.6342323,128.51768493652344,39.38999938964844,91,0.0001
93,1.4797614,128.48257446289062,39.40999984741211,92,0.0001
94,1.6367991,128.38446044921875,39.45000076293945,93,0.0001
95,1.65481,128.3264923095703,39.46999740600586,94,0.0001
96,1.5438186,128.2571258544922,39.53999710083008,95,0.0001
97,1.540249,128.20664978027344,39.53999710083008,96,0.0001
98,1.6281757,128.10955810546875,39.65999984741211,97,0.0001
99,1.6962411,128.04747009277344,39.64999771118164,98,0.0001
100,1.5331558,127.9773941040039,39.65999984741211,99,0.0001
