,train_loss,test_loss,test_acc,epoch,lr
0,2.071338653564453,1235.983642578125,58.470001220703125,0,0.0001
1,1.6117165088653564,1065.5543212890625,70.93000030517578,1,0.0001
2,1.4500268697738647,936.9635620117188,75.4800033569336,2,0.0001
3,1.4867697954177856,839.0028686523438,78.18000030517578,3,0.0001
4,1.1655572652816772,763.1957397460938,79.81999969482422,4,0.0001
5,1.137385606765747,703.3821411132812,80.91000366210938,5,0.0001
6,1.3701225519180298,655.2807006835938,81.6500015258789,6,0.0001
7,0.9165944457054138,615.9061889648438,82.37000274658203,7,0.0001
8,0.7799150347709656,583.1250610351562,82.87999725341797,8,0.0001
9,0.7566109299659729,555.4227294921875,83.37999725341797,9,0.0001
10,0.7872029542922974,531.7096557617188,83.81999969482422,10,0.0001
11,0.8978328108787537,511.1687927246094,84.33999633789062,11,0.0001
12,0.8987693786621094,493.2176208496094,84.62000274658203,12,0.0001
13,0.8983010649681091,477.3599548339844,84.9800033569336,13,0.0001
14,0.8193480968475342,463.2638244628906,85.2300033569336,14,0.0001
15,0.7409756183624268,450.6326904296875,85.4800033569336,15,0.0001
16,0.4605822265148163,439.2371520996094,85.66000366210938,16,0.0001
17,0.9646610021591187,428.91082763671875,85.83000183105469,17,0.0001
18,0.5436854362487793,419.4979248046875,86.02999877929688,18,0.0001
19,0.7976770997047424,410.876953125,86.18000030517578,19,0.0001
20,0.5894333720207214,402.9529113769531,86.33999633789062,20,0.0001
21,0.41059744358062744,395.6419372558594,86.4800033569336,21,0.0001
22,0.5214568376541138,388.8718566894531,86.55999755859375,22,0.0001
23,0.7136588096618652,382.57763671875,86.66999816894531,23,0.0001
24,0.6691311597824097,376.705810546875,86.75,24,0.0001
25,0.5137616991996765,371.2124328613281,86.83000183105469,25,0.0001
26,0.834804356098175,366.06634521484375,86.91000366210938,26,0.0001
27,0.8090085983276367,361.2353515625,86.94999694824219,27,0.0001
28,0.5825517773628235,356.678955078125,87.05000305175781,28,0.0001
29,0.7807551622390747,352.3812255859375,87.16000366210938,29,0.0001
30,0.602188766002655,348.3268127441406,87.18000030517578,30,0.0001
31,0.7676889300346375,344.4953918457031,87.23999786376953,31,0.0001
32,0.7468122839927673,340.8369140625,87.31999969482422,32,0.0001
33,0.6938874125480652,337.3647155761719,87.41000366210938,33,0.0001
34,0.3705793619155884,334.0682067871094,87.48999786376953,34,0.0001
35,0.8035311102867126,330.91705322265625,87.58999633789062,35,0.0001
36,0.8949539661407471,327.9244079589844,87.6500015258789,36,0.0001
37,0.3354894518852234,325.0575256347656,87.70999908447266,37,0.0001
38,0.9036639928817749,322.3133850097656,87.80000305175781,38,0.0001
39,0.634322464466095,319.6858215332031,87.9000015258789,39,0.0001
40,0.5460748672485352,317.15911865234375,87.94999694824219,40,0.0001
41,0.5447326898574829,314.7416076660156,88.04000091552734,41,0.0001
42,0.38316860795021057,312.416259765625,88.08999633789062,42,0.0001
43,0.43912720680236816,310.18072509765625,88.12999725341797,43,0.0001
44,0.36438071727752686,308.0274353027344,88.16999816894531,44,0.0001
45,0.824051558971405,305.9512634277344,88.19999694824219,45,0.0001
46,0.6215826869010925,303.94464111328125,88.23999786376953,46,0.0001
47,0.3838613033294678,302.0118103027344,88.29000091552734,47,0.0001
48,0.33056318759918213,300.1598205566406,88.27999877929688,48,0.0001
49,0.5549900531768799,298.35931396484375,88.33999633789062,49,0.0001
50,0.6103638410568237,296.6147766113281,88.37999725341797,50,0.0001
51,0.4304567575454712,294.9258728027344,88.44999694824219,51,0.0001
52,0.4126049876213074,293.2947998046875,88.48999786376953,52,0.0001
53,0.4892002046108246,291.7073059082031,88.54000091552734,53,0.0001
54,0.31506529450416565,290.1731262207031,88.58000183105469,54,0.0001
55,0.7711499333381653,288.6780700683594,88.61000061035156,55,0.0001
56,0.36061638593673706,287.2343444824219,88.62999725341797,56,0.0001
57,0.27556318044662476,285.8294677734375,88.66999816894531,57,0.0001
58,0.7540268898010254,284.4627685546875,88.69000244140625,58,0.0001
59,1.0556389093399048,283.1405029296875,88.69000244140625,59,0.0001
60,0.7209094762802124,281.8447265625,88.7300033569336,60,0.0001
61,0.6166701316833496,280.5835266113281,88.76000213623047,61,0.0001
62,0.27041810750961304,279.3656921386719,88.80999755859375,62,0.0001
63,0.6585818529129028,278.1727294921875,88.83999633789062,63,0.0001
64,0.3615698218345642,277.01116943359375,88.8499984741211,64,0.0001
65,0.24173863232135773,275.8782043457031,88.87000274658203,65,0.0001
66,0.5372093915939331,274.7734069824219,88.9000015258789,66,0.0001
67,0.32784274220466614,273.6961364746094,88.94000244140625,67,0.0001
68,0.2802220582962036,272.6461486816406,88.94000244140625,68,0.0001
69,0.2972398102283478,271.62042236328125,88.95999908447266,69,0.0001
70,0.4143773913383484,270.6192321777344,88.95999908447266,70,0.0001
71,0.6645458340644836,269.6372375488281,88.95999908447266,71,0.0001
72,0.19297297298908234,268.680419921875,88.97000122070312,72,0.0001
73,0.7022699117660522,267.7424621582031,88.98999786376953,73,0.0001
74,0.19493462145328522,266.82598876953125,89.05999755859375,74,0.0001
75,0.7224941253662109,265.9271545410156,89.12000274658203,75,0.0001
76,0.7186684012413025,265.0478820800781,89.1500015258789,76,0.0001
77,0.4150024354457855,264.1940002441406,89.16999816894531,77,0.0001
78,0.25287240743637085,263.3511962890625,89.19000244140625,78,0.0001
79,0.6028620004653931,262.5336608886719,89.20999908447266,79,0.0001
80,0.35341864824295044,261.73028564453125,89.22000122070312,80,0.0001
81,0.20296917855739594,260.9361267089844,89.2300033569336,81,0.0001
82,0.4696873724460602,260.1622009277344,89.23999786376953,82,0.0001
83,0.7245192527770996,259.39990234375,89.27999877929688,83,0.0001
84,0.27050989866256714,258.6548156738281,89.29000091552734,84,0.0001
85,0.4183729290962219,257.92132568359375,89.29000091552734,85,0.0001
86,0.3037823438644409,257.2078857421875,89.33999633789062,86,0.0001
87,0.6273373365402222,256.50494384765625,89.37000274658203,87,0.0001
88,0.633391797542572,255.81158447265625,89.38999938964844,88,0.0001
89,0.5613341331481934,255.13511657714844,89.4000015258789,89,0.0001
90,0.41411498188972473,254.47035217285156,89.41999816894531,90,0.0001
91,0.7111812233924866,253.81675720214844,89.41999816894531,91,0.0001
92,0.8783491253852844,253.1730499267578,89.44000244140625,92,0.0001
93,0.7510063052177429,252.53912353515625,89.48999786376953,93,0.0001
94,0.42190590500831604,251.92160034179688,89.5199966430664,94,0.0001
95,0.5626863241195679,251.3058319091797,89.55000305175781,95,0.0001
96,0.2858288586139679,250.70396423339844,89.63999938964844,96,0.0001
97,0.503458559513092,250.10983276367188,89.6500015258789,97,0.0001
98,1.121066689491272,249.53392028808594,89.66000366210938,98,0.0001
99,0.3659248352050781,248.96405029296875,89.66999816894531,99,0.0001
